PT	AU	BE	TI	X1	Y1	Z1	SO	LA	DT	DE	X5	Y5	Z5	AB	X4	Y4	Z4	C1	EM	RI	OI	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	PD	PY	VL	IS	BP	EP	DI	EC	C2	SC	UT	OA	HC	HP	DA
J	Prates, Daniela Magalhães		A alta recente dos preços das commodities	The recent rise of commodities prices			Revista de Economia Política	Portuguese	research-article	commodities prices; term trends; developing countries				This article suggests some explanations for the steady rise of the commodities prices since 2002. Firstly, it analyses the long and medium term trends of these prices. Secondly, it explores the determinants of the recent rise, which are the macroeconomic conditions of the international economic, the high growth rate of China, and supply shocks that affect the production of some agriculture commodities.				[Prates, Daniela Magalhães] Universidade Estadual de Campinas, Brazil					1	8	10	0	0	Editora 34	São Paulo	São Paulo	1809-4538	09	2007	27	3	323	344	10.1590/S0101-31572007000300001	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572007000300001	gold				
J	Martins, Rafael D'Almeida; Vaz, José Carlos; Caldas, Eduardo de Lima		A gestão do desenvolvimento local no Brasil: (des)articulação de atores, instrumentos e território	Local development management in Brazil: actors' (dis)articulation, instruments and territory			Revista de Administração Pública	Portuguese	research-article	local development; comparative analysis; territory; actors' articulation; instruments for social governance		desenvolvimento local; gestão; território; articulação de atores; instrumentos para gestão social		The ideas of local development are controversial, there is little consensus, and sometimes they are even antagonistic, in Brazil and abroad. Given this controversy, this article discusses local development management, based on instruments selected through an exploratory analysis, not only conceptual and theoretical, but above all practical. It presents a comparative analysis of regionally distributed experiences taking into account their insertion in social networks and the economic results in their regions (South, Southeast and Northeast). On reflecting about local development one can perceive that it unfolds in two fronts: locally, a reproduction of the capitalist logic (tradition), and counter-hegemonic attempts (solidarity). Some key issues were identified to guide a reflection on the role of civil society actors and governments in the formulation of proposals and initiatives for local economic development.		As ideias de desenvolvimento local são controversas, pouco consensuadas e, às vezes, até antagônicas entre si, tanto no Brasil quanto no debate internacional. Diante dessa polêmica, este artigo discute a gestão do desenvolvimento local a partir de instrumentos selecionados por meio de uma análise exploratória não apenas conceitual e teórica, mas sobretudo prática. Do ponto de vista metodológico, foi realizada uma análise comparada de experiências regionalmente distribuídas, levando-se em conta suas inserções em redes sociais e seus resultados econômicos na região em que está inserida (Sul, Sudeste e Nordeste). Percebe-se que refletir sobre o desenvolvimento local desdobra-se em duas frentes: uma de reprodução da lógica capitalista em escala localizada (tradicional) e outra de tentativas contra-hegemônicas (solidária). Assim, algumas questões centrais foram identificadas para orientar uma reflexão sobre a intervenção dos atores da sociedade civil e dos governos na formulação de propostas e iniciativas de desenvolvimento econômico local.		[Martins, Rafael D'Almeida] Vrije Universiteit University Amsterdam, Netherlands; [Vaz, José Carlos; Caldas, Eduardo de Lima] Universidade de São Paulo, Brazil; [Martins, Rafael D'Almeida] Universidade Estadual de Campinas, Brazil; [Vaz, José Carlos] Instituto Pólis, Brazil; Universidade de São Paulo, Brazil			Martins, Rafael/0000-0002-2937-6170		33	7	12	0	6	Fundação Getulio Vargas	Rio de Janeiro	Rio de Janeiro	0034-7612	06	2010	44	3	559	590	10.1590/S0034-76122010000300002	Management; Public Administration	SciELO Brazil	Business & Economics; Public Administration	SCIELO:S0034-76122010000300002	gold				
J	Hoffman, Rodolfo		Desigualdade da distribuição da renda no Brasil: a contribuição de aposentadorias e pensões e de outras parcelas do rendimento domiciliar per capita	Inequality of income distribution in Brazil: the contribution of pensions and of other components of per capita household income			Economia e Sociedade	Portuguese	book-review									[Hoffman, Rodolfo] Universidade Estadual de Campinas, Brazil					15	7	10	0	2	Instituto de Economia da Universidade Estadual de Campinas	Campinas	Campinas	1982-3533	04	2009	18	1	213	231	10.1590/S0104-06182009000100007	Economics; Sociology	SciELO Brazil	Business & Economics; Sociology	SCIELO:S0104-06182009000100007	gold				
J	Carneiro, Ricardo		Globalização e inconversibilidade monetária	Globalization and monetary inconvertibility			Revista de Economia Política	Portuguese	research-article	Globalization; convertibility; exchange rate volatility; interest rate volatility; financial deepening				The central hypothesis of this article is that in the context of globalization, monetary inconvertibility is a crucial problem of peripheral countries. It begins with a brief review of the debate from a historical point of view and then stresses the contemporary opposite's views on the fragility of financial system of emerging countries: the original sin and the debt intolerance hypothesis. Despite of supporting the first one, the article goes further and explores the domestic implication of inconvertibility. It criticizes the jurisdicional uncertainty proposition showing that an inherent flaw in the store of value of emerging market currencies, derived from original sin is the main reason for de facto inconvertibility and underdevelopment of domestic financial system of these countries.				[Carneiro, Ricardo] Universidade Estadual de Campinas, Brazil					24	7	9	0	0	Editora 34	São Paulo	São Paulo	1809-4538	12	2008	28	4	539	556	10.1590/S0101-31572008000400001	Economics; Political Science	SciELO Brazil	Business & Economics; Government & Law	SCIELO:S0101-31572008000400001	gold				
J	Bueno, Bruna; Balestrin, Alsones		Inovação colaborativa: uma abordagem aberta no desenvolvimento de novos produtos	Collaborative innovation: an open approach in the development of new products	Innovación colaborativa: un abordaje abierto en el desarrollo de nuevos productos		Revista de Administração de Empresas	Portuguese	research-article	Collaboration; innovation; automotive industry; co-creation; open innovation	Innovación; colaboración; cocreación; industria automotriz; innovación abierta	Inovação; colaboração; cocriação; indústria automotiva; inovação aberta		The strategies adopted by companies seeking to foster technological innovations in products and services have been changing significantly in the last years. One of the elements of notable evolution is related with the way companies conduct the research & development (R&D) of new products, services, processes and business models. The present article aimed to identify practices of collaborative innovation that have been used in the development of new products and elected a case from the automotive industry as its empirical field. Even though this industry has experienced the development of R&D together with its suppliers, co-creating value with end-users is new. The unity of analysis was the development project of Fiat Mio - Fiat Concept Car III (FCCIII) and the results showed that, during the FCCIII's development process, different practices of collaborative innovation were adopted, which provided the focal organization with access to a different pool of knowledge, external to its boundaries.	Las estrategias que las empresas han adoptado para promover innovaciones tecnológicas de productos y servicios están cambiando significativamente en los últimos años. Uno de los elementos de notable evolución se refiere a la manera cómo las empresas conducen la etapa de investigación y desarrollo (P&D) de nuevos productos, servicios, procesos y modelos de negocios. Frente a esa problemática, el presente artículo busca identificar prácticas de innovación colaborativa en el desarrollo de nuevos productos. Para comprender mejor el cambio en los procesos de innovación, se eligió como campo empírico un caso de la industria automotriz. Aunque dicha industria haya experimentado el desarrollo de P&D en conjunto con sus proveedores, la cocreación de valor con los usuarios finales es algo muy nuevo. El objeto de análisis fue el proyecto de desarrollo del Fiat Mio - Fiat Concept Car III (FCCIII) y los resultados demostraron que durante el proceso de desarrollo del FCCIII se adoptaron diferentes prácticas de innovación colaborativa, lo que posibilitó el acceso de diferentes conocimientos externos a la organización.	As estratégias que as empresas têm adotado para promover inovações tecnológicas de produtos e serviços vêm mudando significativamente nos últimos anos. Um dos elementos de notável evolução diz respeito à maneira como as empresas conduzem a etapa de pesquisa e desenvolvimento (P&D) de novos produtos, serviços, processos e modelos de negócios. Diante dessa problemática, o presente artigo busca identificar práticas de inovação colaborativa no desenvolvimento de novos produtos. Para melhor compreender a mudança nos processos de inovação, elegeu-se como campo empírico um caso da indústria automotiva. Mesmo que essa indústria tenha experimentado o desenvolvimento de P&D em conjunto com os seus fornecedores, a cocriação de valor com os usuários finais é algo muito novo. O objeto de análise foi o projeto de desenvolvimento do Fiat Mio - Fiat Concept Car III (FCCIII) e os resultados demonstraram que, durante o processo de desenvolvimento do FCCIII, foram adotadas diferentes práticas de inovação colaborativa, o que possibilitou o acesso de diferentes conhecimentos externos à organização.		[Balestrin, Alsones] Universidade do Vale do Rio dos Sinos, Brazil; [Bueno, Bruna] Universidade Estadual de Campinas, Brazil					49	6	6	1	10	Fundação Getulio Vargas, Escola de Administração de Empresas de S.Paulo	São Paulo	São Paulo	2178-938X	10	2012	52	5	517	530	10.1590/S0034-75902012000500004	Management	SciELO Brazil	Business & Economics	SCIELO:S0034-75902012000500004	gold				
J	Paula, Ana Paula Paes de; Maranhão, Carolina Machado Saraiva de Albuquerque; Barros, Amon Narciso de		Pluralismo, pós-estruturalismo e "gerencialismo engajado": os limites do movimento critical management studies	Pluralism, post-structuralism and "engagement management": limits for the critical management studies movement			Cadernos EBAPE.BR	Portuguese	research-article	critical management studies; engagement management; post-structuralism; pluralism		critical management studies; gerenciamento engajado; pós-estruturalismo; pluralismo		The aim of this article is to question pluralism in Critical Management Studies (CMS) movement, to point out the limits of the post-structuralism as a critical epistemology, to denounce the risks of a critique in line with "engagement management" and to show different ways to arrive at a debate between theory and practice on the critical movement. To do so, we described the most important post-structuralism characteristics, questioning the critical status of this epistemology and also questioning pluralism in CMS. Next, we discuss how some of CMS' representatives defend "engagement management" through a critical perfomativity which uses inadequately formulations of post-structuralism. We also discuss other practical approaches for a critique in organization studies, using the concept of praxis and critical education as ways to enlighten consciences and reestablish a critical activism. We conclude that post-structuralism should be taken more seriously, what may indicate that is necessary to build a new theoretical movement to use its contributions, preserving its critical character.		O objetivo deste artigo é questionar o pluralismo do movimento critical management studies (CMS), apontar os limites do pós-estruturalismo como epistemologia crítica, denunciar os riscos de uma crítica alinhada com o "gerencialismo engajado" e apontar caminhos para o debate sobre a teoria e a prática no movimento crítico. Para isso, definimos as principais características do pós-estruturalismo, questionando seu caráter crítico, e problematizamos a questão do pluralismo no movimento CMS. Em seguida, analisamos como alguns dos representantes deste movimento defendem o "gerencialismo engajado" através de uma performatividade crítica, fazendo um uso inadequado de algumas formulações pós-estruturalistas. Discutimos então os caminhos para a prática na crítica, resgatando o conceito de práxis e afirmando a importância da educação como forma de despertar consciências e reconstituir o ativismo social e político. Concluímos destacando que o pós-estruturalismo deveria ser resgatado com maior seriedade, de modo a se constituir um novo movimento teórico para abrigar suas contribuições, preservando o caráter crítico.		[Maranhão, Carolina Machado Saraiva de Albuquerque] Universidade Federal de Minas Gerais, Brazil; [Barros, Amon Narciso de] Universidade Federal de Minas Gerais, Brazil; [Paula, Ana Paula Paes de] Universidade Estadual de Campinas, Brazil			Barros, Amon/0000-0002-9748-7788		40	6	9	0	0	Fundação Getulio Vargas, Escola Brasileira de Administração Pública e de Empresas	Rio de Janeiro	Rio de Janeiro	1679-3951	09	2009	7	3	393	404	10.1590/S1679-39512009000300002	Management	SciELO Brazil	Business & Economics	SCIELO:S1679-39512009000300002	gold				
J	Martins, Rafael D'Almeida; Caldas, Eduardo de Lima		Visões do Desenvolvimento Local: uma análise comparada de experiências brasileiras	Visions de développement local: une analyse comparative de l'expérience brésilienne	Visions of Local Development: an comparative analysis of Brazilian Experiences	Visiones de Desarrollo Local: un análisis comparado de experiencias brasileras	Interações (Campo Grande)	Portuguese	research-article	Local development; Comparative analysis; Territory	Desarrollo local; Análisis comparativo; Territorio	Desenvolvimento local; Análise comparada; Território	Développement local; L'analyse comparative; Territoire	The idea of local development is controversial and presents little consensus both in Brazil and in international debate. The paper discusses the local development by an exploratory analysis in comparative perspective. Reflect on local development unfolds on two fronts: a logic of reproduction of capitalist in a localised scale (traditional) and other of counter-hegemonic attempts (solidarity).	La idea de desarrollo local es controvertidos y poco consenso, tanto en Brasil cuanto en el debate internacional. El artículo analiza el desarrollo local por un análisis exploratorio en perspectiva comparada. Reflexionar sobre el desarrollo local se desarrolla en dos frentes: una de reproducción de la lógica capitalista en la escala local (tradicional) y otra de intentos contra-hegemónico (solidaria).	As idéias de desenvolvimento local são controversas e pouco consensuadas, tanto no Brasil quanto no debate internacional. O trabalho busca discutir o desenvolvimento local por meio de uma análise exploratória em perspectiva comparada. Refletir sobre o desenvolvimento local desdobra-se em duas frentes: uma de reprodução da lógica capitalista em escala localizada (tradicional) e outra de tentativas contra-hegemônicas (solidárias).	L'idée de développement local sont controversés et peu de consensus tant au Brésil et dans les débats internationaux. L'article traite du développement du site par une analyse exploratoire dans une perspective comparative. Réfléchir sur le développement local se déploie sur deux fronts: d'une logique capitaliste de la reproduction de l'échelle située à (traditionnelles) et autres tentatives de contre-hégémonique (solidarité).	[Martins, Rafael D'Almeida] Vrije Universiteit Amsterdam, Holanda; [Caldas, Eduardo de Lima] Universidade de São Paulo, Brazil; [Martins, Rafael D'Almeida] Universidade Estadual de Campinas, Brazil			Martins, Rafael/0000-0002-2937-6170		15	5	7	0	2	Universidade Católica Dom Bosco	Campo Grande	Campo Grande	1984-042X	12	2009	10	2	207	218	10.1590/S1518-70122009000200008	Business; Planning & Development	SciELO Brazil	Business & Economics; Public Administration	SCIELO:S1518-70122009000200008	gold				
J	Ney, Marlon Gomes; Hoffmann, Rodolfo		A contribuição das atividades agrícolas e não-agrícolas para a desigualdade de renda no Brasil rural				Economia Aplicada	Portuguese	research-article	inequality; income distribution; rural areas; Brazil		desigualdade; distribuição de renda; meio rural		This study analyses the contribution of agricultural and non-farm activities to the inequality of rural income distribution in Brazil, observing two evidences: the participation of each sector in the household earnings of different income strata delimited by percentiles and the decomposition of Gini coefficients. Besides the official rural population, this research includes towns whose population and demographic density are very low. The results show that agriculture and rural non-farm activities contribute, respectively, to reduce and to increase rural income inequalities in Brazil.		O trabalho analisa a contribuição das atividades agrícolas e não-agrícolas para a desigualdade de renda rural, observando dois indícios: sua participação no rendimento total dos domicílios em diferentes estratos de renda delimitados por percentis e a decomposição do índice de Gini. Além da população oficialmente rural do País, a pesquisa abrange as chamadas "cidades rurais", compostas por áreas que, mesmo oficialmente consideradas urbanas, apresentam baixo contingente populacional e densidade demográfica. Os resultados obtidos revelam que as ocupações agrícolas e não-agrícolas contribuem, respectivamente, para a redução e para o aumento das disparidades de rendimentos no meio rural brasileiro.		[Hoffmann, Rodolfo] Universidade Estadual de Campinas, Brazil; [Ney, Marlon Gomes] Universidade Estadual do Norte Fluminense, Brazil					21	5	7	0	0	Faculdade de Economia, Administração e Contabilidade de Ribeirão Preto da Universidade de São Paulo	Ribeirão Preto	Ribeirão Preto	1980-5330	09	2008	12	3	365	393	10.1590/S1413-80502008000300002	Economics	SciELO Brazil	Business & Economics	SCIELO:S1413-80502008000300002	gold				
J	Hoffmann, Rodolfo		Inequality in Brazil: the contribution of pensions				Revista Brasileira de Economia	English	research-article	inequality; Brazil; pensions; Gini index				This paper analyzes the contribution of components of per capita household income to total inequality of the income distribution in Brazil and its regions, using the corresponding decomposition of the Gini index. The income components considered are: income from the main job (activity), income from other jobs, pensions, donations, rent, interest, and other incomes. Only income from the main job and donations have a concentration ratio that is lower than the overall Gini index. One of the main results is that income from pensions contributes to increase overall inequality in Brazil, particularly in the metropolitan regions. Given the aging of the population, without change in the pension rules, the contribution of pensions in increasing inequality will be even stronger in the future.		Este artigo analisa a contribuição de parcelas do rendimento domiciliar per capita para a desigualdade da distribuição da renda no Brasil e nas suas regiões, usando a correspondente decomposição do índice de Gini. São consideradas as seguintes parcelas do rendimento: rendimento do trabalho principal, rendimento de outros trabalhos, aposentadorias e pensões, doações, rendimento de aluguel e juros e outros rendimentos. Apenas os rendimentos do trabalho principal e as doações têm razões de concentração menores do que o índice de Gini do rendimento domiciliar per capita. Verifica-se que aposentadorias e pensões contribuem para aumentar a desigualdade da distribuição da renda no Brasil, especialmente nas regiões metropolitanas. Devido ao crescimento da participação dos idosos na população, se não houver mudanças no sistema de previdência, a contribuição das aposentadorias e pensões para reforçar a desigualdade será ainda maior no futuro.		[Hoffmann, Rodolfo] Universidade Estadual de Campinas, Brazil					13	5	10	0	0	Fundação Getúlio Vargas	Rio de Janeiro	Rio de Janeiro	1806-9134	12	2003	57	4	755	773	10.1590/S0034-71402003000400005	Economics	SciELO Brazil	Business & Economics	SCIELO:S0034-71402003000400005	gold				
J	Ito, Nobuiuki Costa; Hayashi Junior, Paulo; Gimenez, Fernando Antonio Prado; Fensterseifer, Jaime Evaldo		Valor e vantagem competitiva: buscando definições, relações e repercussões	Value and competitive advantage: searching for definitions, relationships, and repercussions			Revista de Administração Contemporânea	Portuguese	case-report	use value; exchange value; value creation and value capture		valor de uso; valor de troca; criação de valor; captura de valor		Value represents a central issue in Strategy theory and yet remains a vague and unclear concept. To shed light on this question, this paper explores the main definitions of value and their implications for the theoretical development of the field of Strategic Management, particularly concerning sustainable competitive advantages. By using different concepts related to value, such as use value, value creation, exchange value, perception of use value and use of the value, it is argued that for an enhanced understanding of the process of creating and sustaining competitive advantages it is necessary to go beyond the traditional economic paradigm and explicitly include the consumer behavior perspective. Competitive advantage, in this enlarged context, may be seen as the result of a coordinated system of firms that align for value creation and delivery and mutually interact for the sharing of the captured value. In a recursive movement, information and values flow both upstream and downstream in the supply chain formed by interacting firms, generating a complex strategy creation phenomenon determined by the specific heuristics of each strategist.		O tópico central que motiva o presente trabalho é o papel que o valor desempenha nas teorias de estratégia e que, apesar de ser considerado nas principais correntes de pensamento do campo, ainda apresenta indefinição. O objetivo é explorar as principais definições de valor e suas implicações para o desenvolvimento teórico no campo da Administração Estratégica, mais especificamente, para as investigações sobre vantagem competitiva sustentável. Ao trabalhar com conceitos de valor, como valor de uso, valor de troca, criação de valor, valor capturado, valor percebido e uso do valor, pode-se demonstrar que a formação e a sustentação de vantagem competitiva estão além do olhar predominantemente econômico. Elas necessitam ser complementadas por dimensões que atinjam o consumidor, alterando seu estado de espírito, seus desejos e suas emoções. A vantagem competitiva, nesse novo contexto, pode ser entendida como uma governança de um sistema de firmas que se alinham para a criação e a entrega de um valor de uso, e que se relaciona mutuamente para dividir o valor. Em um movimento recursivo, as informações e valores seguem a montante e a jusante da cadeia de firmas, formando um fenômeno complexo em que o processo de formação da estratégia é determinado por uma heurística própria de cada estrategista.		[Hayashi Junior, Paulo] Universidade Estadual de Campinas, Brazil; [Gimenez, Fernando Antonio Prado] Pontifícia Universidade Católica do Paraná, Brazil; [Ito, Nobuiuki Costa] Universidade de São Paulo, Brazil; [Fensterseifer, Jaime Evaldo] Universidade de Caxias do Sul, Brazil		Gimenez, Fernando/O-4829-2014; HAYASHI JUNIOR, PAULO/A-2668-2015	Gimenez, Fernando/0000-0002-5143-9553;		62	4	8	0	11	Associação Nacional dos Programas de Pós-graduação em Administração	Curitiba	Curitiba	1982-7849	04	2012	16	2	290	307	10.1590/S1415-65552012000200008	Management	SciELO Brazil	Business & Economics	SCIELO:S1415-65552012000200008	gold				
